,일자,석식메뉴
896,2019-10-07,"['갈치구이', '잡곡밥', '셀프무쌈말이', '닭개장', '비엔나케찹볶음', '포기김치', '쌀밥']"
897,2019-10-08,"['깍두기', '새우튀김우동', '고구마치즈구이', '김치볶음밥', '홍시드레싱샐러드', '오이피클']"
898,2019-10-10,"['꽃맛살샐러드', '쇠고기퀘사디아', '음료', '참치주먹밥', '단무지', '잔치국수', '포기김치']"
899,2019-10-11,"['쇠고기샤브국', '견과류조림', '잡곡밥', '양념깻잎지', '탕수어', '포기김치', '쌀밥']"
900,2019-10-14,"['참치김치찌개', '잡곡밥', '계란말이', '주꾸미볶음', '쫑상추무침', '포기김치', '쌀밥']"
901,2019-10-15,"['유부주머니국', '깍두기', '야채쫄면무침', '야채볶음밥', '통새우또띠아', '과일']"
902,2019-10-16,"['모듬소세지구이', '꽁치구이', '된장찌개', '잡곡밥', '오이무침', '포기김치', '쌀밥']"
903,2019-10-17,"['간장깻잎지', '닭매운찜', '떡만두국', '콘샐러드', '김치전', '포기김치', '쌀밥']"
904,2019-10-18,"['애호박나물', '후르츠탕수육', '잡곡밥', '부대찌개', '포기김치', '오징어초무침', '쌀밥']"
905,2019-10-21,"['포기김치', '언양식불고기', '도라지오이무침', '잡곡밥', '맛살냉채', '쌀밥', '어묵국']"
906,2019-10-22,"['김말이튀김', '떡볶이', '음료', '배추겉절이', '잔치국수', '김밥']"
907,2019-10-23,"['부추호박전', '브로콜리*초장', '열무된장국', '소고기버섯볶음', '잡곡밥', '포기김치', '쌀밥']"
908,2019-10-24,"['무우짱아찌', '맑은국', '흑임자시금치샐러드', '돈육간장강정', '포기김치', '해물굴소스볶음밥']"
909,2019-10-25,"['아삭고추무침', '잡곡밥', '류산슬', '비엔나감자조림', '차돌박이찌개', '포기김치', '쌀밥']"
910,2019-10-28,"['치커리무침', '잡곡밥', '짬뽕국', '고기전', '가자미카레튀김', '포기김치', '쌀밥']"
911,2019-10-29,"['오므라이스', '꼬들단무지', '미니우동', '닭오븐구이', '고구마튀김', '포기김치']"
912,2019-10-30,['없음']
913,2019-10-31,"['미소장국', '또띠아피자', '꽃맛살샐러드', '참치회덮밥', '포기김치', '과일', '락교']"
914,2019-11-01,"['떡국', '깍두기', '잡곡밥', '참나물생채', '해물김치전', '돈육장조림', '쌀밥']"
915,2019-11-04,"['열무된장국', '잡곡밥', '닭살겨자냉채', '마늘쫑무침', '함박스테이크', '포기김치', '쌀밥']"
916,2019-11-05,"['깍두기', '해물수제비', '오징어숙회무침', '오복지', '멸치주먹밥', '야채튀김']"
917,2019-11-06,"['잡곡밥', '황태양념구이', '닭개장', '고추잡채*꽃빵', '포기김치', '톳두부무침', '쌀밥']"
918,2019-11-07,"['해쉬포테이토*케찹', '계란국', '로제파스타', '양배추샐러드', '목살필라프', '포기김치']"
919,2019-11-08,"['두부양념조림', '들깨시래기국', '잡곡밥', '배추겉절이', '무생채', '대패삼겹*파채', '쌀밥']"
920,2019-11-11,"['두부구이', '부추생채', '쌈무', '잡곡밥', '얼갈이국', '훈제오리불고기', '포기김치', '쌀밥']"
921,2019-11-12,"['쇠고기퀘사디아', '유부초밥', '단무지', '사과푸딩', '쌀국수', '포기김치']"
922,2019-11-13,"['고등어구이', '잡곡밥', '등갈비바베큐조림', '해물순두부찌개', '오이생채', '포기김치', '쌀밥']"
923,2019-11-14,"['오징어젓무침', '석박지', '과일', '잡곡밥', '야채스틱', '부추전', '쌀밥', '설렁탕']"
924,2019-11-15,"['열무김치', '잡곡밥', '꽃상추무침', '부대찌개', '새송이버섯볶음', '소불고기', '쌀밥']"
925,2019-11-18,"['열무된장국', '양배추쌈*쌈장', '잡곡밥', '짬뽕불고기', '포기김치', '버섯들깨나물', '쌀밥']"
926,2019-11-19,"['통새우김밥', '딸기드레싱샐러드', '우동', '양배추피클', '포기김치', '찹쌀순대볶음']"
927,2019-11-20,"['잡곡밥', '얼갈이된장국', '상추파무침', '어묵꽈리고추볶음', '포기김치', '삼겹살구이', '쌀밥']"
928,2019-11-21,"['깍두기', '단호박팥찜', '궁중떡볶음', '잡곡밥', '유린기', '뼈감자탕', '쌀밥']"
929,2019-11-22,"['쇠고기샤브국', '열무김치', '잡곡밥', '모듬묵*장', '미트볼조림', '맛살전', '쌀밥']"
930,2019-11-25,"['무말랭이', '잡곡밥', '배추겉절이', '김치전', '삼겹보쌈', '미역국', '쌀밥']"
931,2019-11-26,"['수제고로케', '크림카레우동', '가쯔오장국', '닭갈비볶음밥', '포기김치', '오이피클']"
932,2019-11-27,['없음']
933,2019-11-28,"['참치주먹밥', '단무지', '잔치국수', '과일샐러드', '포기김치', '오징어튀김']"
934,2019-11-29,"['굴비구이', '잡곡밥', '셀프무쌈말이', '비엔나케찹볶음', '포기김치', '쌀밥', '소고기무국']"
935,2019-12-02,"['잡곡밥', '옹심이만두국', '오징어볶음', '물미역초무침', '두부계란부침', '포기김치', '쌀밥']"
936,2019-12-03,"['작은밥', '계란국', '미니햄버거', '고구마맛탕', '짜장면', '오복지무침', '포기김치']"
937,2019-12-04,"['물파래전', '잡곡밥', '돈육강정', '매운버섯국', '오이사과무침', '포기김치', '쌀밥']"
938,2019-12-05,"['꼬마김밥*겨자장', '무피클', '우동', '케이준샐러드', '포기김치', '단호박범벅']"
939,2019-12-06,"['실곤약초무침', '잡곡밥', '건파래무침', '함박스테이크', '연두부탕', '포기김치', '쌀밥']"
940,2019-12-09,"['매운어묵볶음', '참나물땅콩가루무침', '닭데리야끼조림', '감자국', '잡곡밥', '포기김치', '쌀밥']"
941,2019-12-10,"['참치마요덮밥', '해물떡볶이', '단무지무침', '꼬지어묵탕', '키위드레싱샐러드', '포기김치']"
942,2019-12-11,"['주꾸미초무침', '김구이', '열무김치', '버섯불고기', '잡곡밥', '북어계란국', '쌀밥']"
943,2019-12-12,"['또띠아피자', '맑은국', '장아찌', '깐풍육', '새우볶음밥', '피크닉', '포기김치']"
944,2019-12-13,"['미니떡갈비조림', '유채나물', '고추장찌개', '잡곡밥', '해물동그랑땡', '포기김치', '쌀밥']"
945,2019-12-16,"['황태국', '오이도라지생채', '잡곡밥', '계란말이', '양념치킨', '포기김치', '쌀밥']"
946,2019-12-17,"['복주머니딤섬*장', '요플레', '야채튀김', '잔치국수', '포기김치', '야채주먹밥']"
947,2019-12-18,"['브로컬리새우전', '열무김치', '잡곡밥', '돈육간장볶음', '김치국', '연근샐러드', '쌀밥']"
948,2019-12-19,"['오징어젓무침', '석박지', '과일', '잡곡밥', '해물전', '야채스틱', '쌀밥', '설렁탕']"
949,2019-12-20,"['잡곡밥', '오징어볶음*소면', '모듬묵*장', '계란찜', '부대찌개', '포기김치', '쌀밥']"
950,2019-12-23,"['땅콩조림', '잡곡밥', '고기전', '주꾸미볶음', '닭개장', '포기김치', '쌀밥']"
951,2019-12-24,"['감자튀김', '크림스프', '굴소스볶음밥', '요구르트', '마늘빵', '수제오이피클', '포기김치', '토마토스파게티']"
952,2019-12-26,"['빠에야', '새우또띠아', '양배추샐러드', '군고구마', '쌀국수', '포기김치']"
953,2019-12-27,"['굴비구이', '아삭고추무침', '잡곡밥', '배추겉절이', '매운버섯국', '버섯잡채', '쌀밥']"
954,2019-12-30,"['고등어구이', '마파두부', '잡곡밥', '무생채', '포기김치', '쌀밥', '소고기무국']"
955,2019-12-31,['없음']
956,2020-01-02,"['생선까스*탈탈소스', '(쌀:국내산,돈육:국내', '맑은국', '카레라이스', '오복지무침', '포기김치', '멕시칸샐러드']"
957,2020-01-03,"['실곤약초무침', '세발나물', '잡곡밥', '수제비국', '돈육장조림', '포기김치', '쌀밥']"
958,2020-01-06,"['열무된장국', '잡곡밥', '모듬소시지구이', '해물누룽지탕', '미역레몬초무침', '포기김치', '쌀밥']"
959,2020-01-07,"['단무지무침', '우동', '참치주먹밥', '새우까스*칠리소스', '고구마샐러드', '포기김치']"
960,2020-01-08,"['애호박나물', '잡곡밥', '계란찜', '주꾸미볶음', '포기김치', '쌀밥', '소고기무국']"
961,2020-01-09,"['작은밥', '양송이스프', '모닝빵', '수제피클', '양배추샐러드', '옛날돈가스', '포기김치']"
962,2020-01-10,"['청국장찌개', '소고기장조림', '잡곡밥', '청경채겉절이', '김치전', '포기김치', '쌀밥']"
963,2020-01-13,"['유채나물', '잡곡밥', '계란찜', '배추겉절이', '돈육김치찌개', '쌀밥', '소고기숙주볶음']"
964,2020-01-14,"['떡볶이', '군만두', '음료', '유부초밥', '쌀국수', '포기김치', '귤']"
965,2020-01-15,"['쌈무', '잡곡밥', '돈육고추장볶음', '파채*소스', '포기김치', '쌀밥', '잡채', '시금치국']"
966,2020-01-16,"['팽이장국', '쇠고기볶음밥', '쫄면야채무침', '바나나', '탕수육', '포기김치']"
967,2020-01-17,"['미니떡갈비조림', '참나물겉절이', '잡곡밥', '짬뽕국', '포기김치', '매생이전', '쌀밥']"
968,2020-01-20,"['간장불고기', '만두국', '잡곡밥', '옥수수전', '배추겉절이', '물파래무침', '쌀밥']"
969,2020-01-21,"['감자만두', '딸기드레싱샐러드', '스팸주먹밥', '무피클', '해물칼국수', '포기김치']"
970,2020-01-22,"['주꾸미삼겹살볶음', '된장찌개', '잡곡밥', '얼갈이나물', '셀프무쌈말이', '포기김치', '쌀밥']"
971,2020-01-23,"['쌈장', '부추생채', '해물파전', '고추,양파', '석박지', '잡곡밥', '귤', '뼈감자탕', '쌀밥']"
972,2020-01-28,"['오므라이스', '미소장국', '감자튀김', '석박지', '단무지무침', '깐풍육']"
973,2020-01-29,['없음']
974,2020-01-30,"['수제고로케', '우동', '콘샐러드', '참치회덮밥', '포기김치', '락교']"
975,2020-01-31,"['매운콩나물국', '양념깻잎지', '잡곡밥', '돈육장조림', '맛살전', '포기김치', '쌀밥']"
976,2020-02-03,"['시래기국', '연두부*양념장', '잡곡밥', '유린기', '물파래무침', '포기김치', '쌀밥']"
977,2020-02-04,"['매쉬드포테이토', '해물까스', '멸치주먹밥', '무피클', '잔치국수', '포기김치']"
978,2020-02-05,"['가지나물', '잡곡밥', '오징어볶음', '배추겉절이', '닭곰탕', '오꼬노미야끼계란말이', '쌀밥']"
979,2020-02-06,"['카레덮밥', '맑은국', '단무지무침', '쫄면야채무침', '야채튀김', '포기김치']"
980,2020-02-07,"['시래기조림', '동그랑땡전', '콩나물국', '잡곡밥', '제육볶음', '포기김치', '쌀밥']"
981,2020-02-10,"['들깨버섯탕', '잡곡밥', '시금치프리타타', '고추잡채&꽃빵', '청경채겉절이', '포기김치', '쌀밥']"
982,2020-02-11,"['꽃맛살샐러드', '짜장잡채덮밥', '계란파국', '오이사과무침', '포기김치', '참치야채전']"
983,2020-02-12,"['육개장', '잡곡밥', '류산슬', '연근튀김*칠리소스', '시금치나물', '포기김치', '쌀밥']"
984,2020-02-13,"['오징어젓무침', '석박지', '과일', '잡곡밥', '야채스틱', '부추전', '쌀밥', '설렁탕']"
985,2020-02-14,"['열무김치', '잡곡밥', '수제돈가스&소스', '맛살냉채', '애호박새우젓볶음', '김치찌개', '쌀밥']"
986,2020-02-17,"['취나물', '깍두기', '안동찜닭', '잡곡밥', '대구탕', '해물김치전', '쌀밥']"
987,2020-02-18,"['통새우김밥', '우동', '수제피클', '키위드레싱샐러드', '포기김치', '계란떡볶이']"
988,2020-02-19,"['양배추쌈*쌈장', '순두부찌개', '잡곡밥', '닭가슴살냉채', '해물누룽지탕', '배추겉절이', '쌀밥']"
989,2020-02-20,"['맑은국', '새우까스*와사비소스', '메추리알조림', '오복지무침', '파인애플볶음밥', '포기김치']"
990,2020-02-21,"['고등어구이', '잡곡밥', '부추겉절이', '닭개장', '두부스테이크', '포기김치', '쌀밥']"
991,2020-02-24,"['비엔나케찹볶음', '잡곡밥', '셀프무쌈말이', '가자미카레튀김', '포기김치', '쌀밥', '소고기무국']"
992,2020-02-25,"['김치말이국수', '야채볶음밥', '소고기퀘사디아', '무피클', '포기김치', '멕시칸샐러드']"
993,2020-02-26,['없음']
994,2020-02-27,"['작은밥', '개성감자만두', '계란국', '단무지', '짜장면', '사천식탕수육', '포기김치']"
995,2020-02-28,"['돼지갈비찜', '콩나물국', '잡곡밥', '옥수수전', '청경채생채', '포기김치', '쌀밥']"
996,2020-03-02,"['쑥된장국', '어묵볶음', '잡곡밥', '봄동쌈', '포기김치', '삼겹살구이', '쌀밥']"
997,2020-03-03,"['유부장국', '콥샐러드', '오이무피클', '김치볶음밥', '로제스파게티', '포기김치']"
998,2020-03-04,"['잡곡밥', '시금치프리타타', '해물된장찌개', '취나물된장볶음', '포기김치', '미니채소떡갈비', '쌀밥']"
999,2020-03-05,"['유부초밥', '시금치샐러드', '야채튀김', '포기김치', '순대야채볶음', '칼국수']"
1000,2020-03-06,"['생파김치', '모듬버섯탕수육', '잡곡밥', '두부조림', '포기김치', '나가사키짬뽕국', '쌀밥']"
1001,2020-03-09,"['콩나물파채무침', '잡곡밥', '두부새싹구이', '포기김치', '쌀밥', '동파육', '콩가루배추국']"
1002,2020-03-10,"['멘보샤*칠리S', '유산슬덮밥', '미나리나물무침', '계란파국', '짜샤이볶음', '포기김치']"
1003,2020-03-11,"['등갈비오븐구이', '쫄면비빔만두', '잡곡밥', '키위그린샐러드', '부대찌개', '포기김치', '쌀밥']"
1004,2020-03-12,"['메추리알치즈떡볶이', '건파래볶음', '버섯영양밥*우렁양념장', '물만두국', '얼갈이나물된장무침', '포기김치']"
1005,2020-03-13,"['청국장찌개', '해물동그랑땡전', '잡곡밥', '닭불고기', '포기김치', '오이쑥갓겉절이', '쌀밥']"
1006,2020-03-16,"['열무된장국', '잡곡밥', '수수부꾸미', '묵은지닭찜', '무생채', '포기김치', '쌀밥']"
1007,2020-03-17,"['해물손수제비', '달래오이생채', '포기김치', '쌀밥', '낙지젓무침', '미트볼피망볶음']"
1008,2020-03-18,"['간장계란장', '깍두기', '참나물들깨무침', '잡곡밥', '코다리강정', '돈육김치찌개', '쌀밥']"
1009,2020-03-19,"['옛날돈까스', '팽이장국', '콘치즈구이', '수제피클', '포기김치', '오렌지', '쌀밥']"
1010,2020-03-20,"['고등어구이', '부추팽이겉절이', '(돈육:국내,수입,', '잡곡밥', '치즈함박스테이크', '건새우아욱국', '쇠고기:국산,호주)', '포기김치', '쌀밥']"
1011,2020-03-23,"['한식잡채', '파김치', '잡곡밥', '닭개장', '삼치튀김*데리야끼', '포기김치', '쌀밥']"
1012,2020-03-24,"['오므라이스', '과일플레인샐러드', '단무지무침', '돈육고구마강정', '가쯔오장국', '포기김치']"
1013,2020-03-25,"['찹쌀밥', '장각닭죽', '생야채*쌈짱', '하루야채주스', '포기김치', '오렌지']"
1014,2020-03-26,"['꽃맛살샐러드', '요구르트', '우동', '해물까스*와사비소스', '멸치주먹밥', '무피클', '포기김치']"
1015,2020-03-27,"['언양식불고기', '잡곡밥', '꽁치감자조림', '봄동겉절이', '포기김치', '쌀밥', '시금치국']"
1016,2020-03-30,"['청포묵무침', '잡곡밥', '배추겉절이', '무채국', '두부카프레제샐러드', '더덕고추장불고기', '쌀밥']"
1017,2020-03-31,"['석박지', '오징어어묵무침', '충무김밥', '단무지', '메밀국수', '베리베리퐁당요플레']"
1018,2020-04-01,"['브로컬리*초장', '쇠고기샤브국', '잡곡밥', '통마늘너비아니조림', '녹두빈대떡', '포기김치', '쌀밥']"
1019,2020-04-02,"['바게뜨', '크림스프', '비프스파게티', '마늘베이컨볶음밥', '사과양상추샐러드', '포기김치']"
1020,2020-04-03,"['참치김치찌개', '잡곡밥', '무채유자무침', '배추겉절이', '소고기메추리알장조림', '맛살냉채', '쌀밥']"
1021,2020-04-06,"['칠리미트볼조림', '잡곡밥', '배추된장국', '김치미나리전', '포기김치', '도토리묵무침', '쌀밥']"
1022,2020-04-07,"['참치마요덮밥', '고구마떡볶이', '단무지무침', '자몽샐러드', '포기김치', '어묵국']"
1023,2020-04-08,"['부대찌개&쫄면사리', '감자전', '꽁치한마리구이', '잡곡밥', '청경채김치', '포기김치', '쌀밥']"
1024,2020-04-09,"['무피클', '가쓰오장국', '스팸볶음밥', '옥수수볼맛탕', '포기김치', '삼겹살야채비빔면']"
1025,2020-04-10,"['매운돼지갈비찜', '멸치견과류볶음', '된장찌개', '잡곡밥', '그린빈베이컨볶음', '포기김치', '쌀밥']"
1026,2020-04-13,"['순두부찌개', '잡곡밥', '돈육두릅장조림', '오이무침', '맛살전', '포기김치', '쌀밥']"
1027,2020-04-14,"['작은밥', '맑은국', '칠리베이비크랩', '단무지', '시금치흑임자샐러드', '고추짜장', '포기김치', '백종원의']"
1028,2020-04-16,"['미소장국', '닭봉오븐구이', '수제오이피클', '그린요거트샐러드', '불고기필라프', '포기김치']"
1029,2020-04-17,"['뼈없는감자탕', '잡곡밥', '야채부케*쌈장', '달래새우전', '오징어젓갈무침', '포기김치', '쌀밥']"
1030,2020-04-20,"['마파두부', '고등어카레구이', '잡곡밥', '돈육김치찌개', '포기김치', '콩나물파채무침', '쌀밥']"
1031,2020-04-21,"['잡곡밥', '오리훈제마늘볶음', '코다리강정', '오이소박이', '무쌈깻잎', '두부미소된장국', '포기김치', '쌀밥']"
1032,2020-04-22,"['굴미역국', '쪽파김무침', '잡곡밥', '오삼불고기', '스팸,깻잎전', '포기김치', '쌀밥']"
1033,2020-04-23,"['조갯살아욱국', '잡곡밥', '삼치데리야끼', '함박스테이크', '포기김치', '청포묵야채무침', '쌀밥']"
1034,2020-04-24,"['꼬치어묵떡볶이', '나가사끼짬뽕국*라면', '짜사이채무침', '잡곡밥', '포기김치', '순대야채볶음', '쌀밥']"
1035,2020-04-27,"['꿔바로우탕수육*소스', '해파리냉채', '깍두기', '(지단.김가루)', '잡곡밥', '감자만두국', '꽃삼겹김치찜', '토마토설탕절인', '(삼겹에김치를말아서)', '쌀밥']"
1036,2020-04-28,"['황태미역국', '두부', '(대추,표고,밤)', '매운돈갈비찜', '무생채', '유채나물된장무침', '김치볶음', '쌀밥']"
1037,2020-04-29,"['연근흑임자샐러드', '배추김치', '홍합무우국', '로제찜닭*마늘빵', '잡곡밥', '계란장조림', '(2', '숙주미나리무침', '1컷팅해서-고명)', '쌀밥']"
1038,2020-05-04,"['짠지오이무침', '요구르트', '잡곡밥', '돈채호박볶음', '다슬기아욱국', '포기김치', '갈릭파닭', '쌀밥']"
1039,2020-05-06,"['루꼴라샐러드', '망고주스', '치킨텐더', '쫑상추새콤무침', '땡초주먹밥', '포기김치', '근대두부된장국']"
1040,2020-05-07,"['잡곡밥', '섬초무침', '배추겉절이', '수제어묵볶음', '고추가루:중국산)', '조기구이', '우삼겹부대찌개', '쌀밥']"
1041,2020-05-08,"['유부된장국', '요구르트', '계란후라이', '취나물무침', '김치볶음밥', '포기김치', '새우로제파스타']"
1042,2020-05-11,"['가쓰오장국', '파인애플주스', '새우미역초무침', '닭윙강정튀김', '부채살오므라이스', '포기김치']"
1043,2020-05-12,"['*도시락김', '안동찜닭', '잡곡밥', '가자미구이', '브로컬리초회', '전주식콩나물국', '포기김치', '쌀밥']"
1044,2020-05-13,"['오이선', '닭가슴살장조림', '물만두탕수*소스', '잡곡밥', '얼큰동태탕', '포기김치', '쌀밥']"
1045,2020-05-14,"['잡곡밥', '어묵잡채볶음', '삼선짬뽕국*칼국수', '배추겉절이', '고추가루:중국산)', '참나물무침', '쌀밥', '춘장돈육볶음']"
1046,2020-05-15,"['동그랑땡전', '매운등뼈조림', '잡곡밥', '계란파국', '부추팽이무침', '포기김치', '쌀밥']"
1047,2020-05-18,"['깻잎전', '아욱국', '잡곡밥', '깐풍기', '포기김치', '사과오이생채', '쌀밥']"
1048,2020-05-19,"['모듬어묵탕', '꽃맛살샐러드', '계란김밥', '깍두기', '고구마맛탕', '음료', '배']"
1049,2020-05-20,"['고등어구이', '잡곡밥', '매운버섯국', '치커리깨소스무침', '포기김치', '돈육잡채', '쌀밥']"
1050,2020-05-21,"['또띠아피자', '야채볶음밥', '김치우동', '수제오이피클', '비타민흑임자샐러드', '포기김치']"
1051,2020-05-22,"['샐러리샐러드', '된장찌개', '잡곡밥', '김구이*양념장', '포기김치', '고구마까스*소스', '쌀밥']"
1052,2020-05-25,"['잡곡밥', '해물누룽지탕', '김치고기전', '매운콩나물무침', '포기김치', '소고기된장찌개', '쌀밥']"
1053,2020-05-26,"['미소장국', '김밥볶음밥', '상추부추무침', '로제파스타', '회오리감자', '포기김치']"
1054,2020-05-27,"['돼지갈비찜', '도토리묵냉국', '잡곡밥', '오이도라지무침', '감자프리타타', '포기김치', '쌀밥']"
1055,2020-05-28,"['돼지국밥', '잡곡밥', '음료', '야채스틱', '고추튀김', '부추무침', '포기김치', '쌀밥']"
1056,2020-05-29,"['닭가슴살겨자무침', '가지나물', '잡곡밥', '메밀전병만두', '해물순두부국', '포기김치', '쌀밥']"
1057,2020-06-01,"['감자채볶음', '청국장찌개', '소고기불고기', '잡곡밥', '실곤약야채무침', '포기김치', '쌀밥']"
1058,2020-06-02,"['새우튀김우동', '유부초밥', '단무지', '찐옥수수', '과일샐러드', '포기김치']"
1059,2020-06-03,"['잡곡밥', '류산슬', '비엔나감자구이', '미역초무침', '닭곰탕', '포기김치', '쌀밥']"
1060,2020-06-04,"['브로컬리오징어숙회', '부추오리엔탈무침', '감자국', '잡곡밥', '미트볼조림', '포기김치', '쌀밥']"
1061,2020-06-05,"['도토리묵야채무침', '오징어국', '잡곡밥', '멸치볶음', '매운닭찜', '포기김치', '쌀밥']"
1062,2020-06-08,"['잡곡밥', '햄계란말이', '청경채생채', '김치두부국', '포기김치', '갈치튀김', '쌀밥']"
1063,2020-06-09,"['양상추메추리알샐러드', '요구르트', '콩나물국', '미니돈까스', '포기김치', '삼겹살마늘볶음밥', '꽈배기도너츠']"
1064,2020-06-10,"['동태포전', '잡곡밥', '돈육간장볶음', '근대국', '치커리배생채', '포기김치', '쌀밥']"
1065,2020-06-11,"['초계국수', '코코넛새우튀김', '음료', '야채볶음밥', '옥수수콘치즈', '포기김치']"
1066,2020-06-12,"['떡갈비조림', '무나물들깨볶음', '잡곡밥', '쫄면무침', '부대찌개', '포기김치', '쌀밥']"
1067,2020-07-01,"['잡곡밥', '고갈비구이', '돈육김치찌개', '깐풍기', '가지된장무침', '포기김치', '쌀밥']"
1068,2020-07-02,"['김말이,고추튀김', '다시마채무초무침', '미니우동', '포기김치', '구슬떡볶이', '김밥']"
1069,2020-07-03,"['잡곡밥', '섭산적표고굴소스볶음', '김치어묵국', '매운콩나물무침', '케이준샐러드', '포기김치', '쌀밥']"
1070,2020-07-06,"['동태포전', '잡곡밥', '열무된장나물', '새송이버섯장조림', '스팸김치찌개', '포기김치', '쌀밥']"
1071,2020-07-07,"['오므라이스', '꽃맛살샐러드', '유부장국', '깐쇼새우', '채소피클*할라피뇨', '포기김치']"
1072,2020-07-08,"['치커리무침', '대구지리', '잡곡밥', '건파래볶음', '바베큐함박찹스테이크', '포기김치', '쌀밥']"
1073,2020-07-09,"['깍두기', '후리가케덮밥', '채소튀김*장', '양념고추지무침', '쇠고기우엉볶음', '잔치국수']"
1074,2020-07-10,"['된장찌개', '잡곡밥', '부들어묵볶음', '노각무침', '아귀콩나물찜', '포기김치', '쌀밥']"
1075,2020-07-13,"['쌈추전*간장', '잡곡밥', '오징어땅콩조림', '부추생채무침', '포기김치', '뼈감자탕', '쌀밥']"
1076,2020-07-14,"['잡곡밥', '볼어묵고추장볶음', '김치콩나물국', '닭카레볶음', '참나물무침', '포기김치', '쌀밥']"
1077,2020-07-15,"['잡곡밥', '돈육간장볶음', '꼬시래기초무침', '비빔만두', '유부주머니된장국', '갓김치', '쌀밥']"
1078,2020-07-16,"['매운계란파국', '잡곡밥', '오리훈제마늘볶음', '코다리강정', '돈나물오리엔탈무침', '포기김치', '쌀밥']"
1079,2020-07-17,"['들깨시래기국', '잡곡밥', '얼갈이된장무침', '묵은지닭찜', '미역줄기볶음', '포기김치', '쌀밥']"
1080,2020-07-20,"['짜사이볶음', '채소볶음밥&자장소스', '고기짬뽕국', '해물누룽지', '군만두*초간장', '포기김치']"
1081,2020-07-21,"['깍두기', '흑미밥', '고춧잎무침', '부대찌개', '감자채파프리카볶음', '생선까스*타르타르소스']"
1082,2020-07-22,"['우동국물', '가지나물', '유부초밥', '소떡소떡', '포기김치', '열무비빔국수']"
1083,2020-07-23,"['흑미밥', '김계란말이', '청경채겉절이', '나박물김치', '매운사태찜', '포기김치']"
1084,2020-07-24,"['만둣국', '갈치무조림', '상추무침', '흑미밥', '포기김치', '감자전']"
1085,2020-07-27,"['포기김치', '청국장찌개', '흑미밥', '섭산적고추장구이', '참나물무침', '느타리버섯볶음']"
1086,2020-07-28,"['석박지', '요구르트', '우육비빔냉면', '도넛츠', '비트채소절임', '추가밥', '사골파국', '숙주나물']"
1087,2020-07-29,"['흑미밥', '이색전(가지,애호박)*양념장', '오징어불고기', '포기김치', '생깻잎지', '참치파개장']"
1088,2020-07-30,"['샐러드*오리엔탈D', '크림스프', '타워함박스테이크', '추가밥', '도라지오이초무침', '포기김치', '알리오올리오파스타']"
1089,2020-07-31,"['짬뽕순두부찌개', '흑미밥', '꽁치양파조림', '노각무침', '취나물볶음', '포기김치']"
1090,2020-08-03,"['땅콩멸치조림', '탕평채', '흑미밥', '꽃게탕', '포기김치', '춘천닭갈비']"
1091,2020-08-04,"['석박지', '흑미밥', '쫄면채소무침', '고구마치즈돈까스', '계란파국', '미역줄기볶음']"
1092,2020-08-05,"['미소장국', '두부양념조림', '샤워크림새우', '오리훈제볶음밥', '부추팽이버섯생채무침', '포기김치']"
1093,2020-08-06,"['등심찹쌀꿔바로우', '흑미밥', '시금치초고추장무침', '감자만두국', '코다리무조림', '포기김치']"
1094,2020-08-07,"['꼬치어묵국', '순대찜*소금', '폭탄주먹밥', '매운떡볶이', '포기김치', '모둠튀김(만두*고추*통계란)']"
1095,2020-08-10,"['우동국물', '비빔채소만두', '포테이토오븐구이', '오이무침', '카레라이스', '포기김치']"
1096,2020-08-11,"['아욱국', '콘치즈', '흑미밥', '건파래볶음', '포기김치', '묵은지닭볶음탕']"
1097,2020-08-12,"['돈육고추장불고기', '채소쌈*쌈장', '흑미밥', '두부된장찌개', '포기김치', '청양해물파전']"
1098,2020-08-13,"['흑미밥', '삼치엿장구이', '감자햄조림', '깻순나물', '포기김치', '소고기무국']"
1099,2020-08-14,"['숙주고기짬뽕', '짜사이볶음', '계란볶음밥', '고추잡채', '포기김치', '연유꽃빵튀김']"
1100,2020-08-18,"['미소장국', '오이볶음', '석박지', '영양부추무침', '쇠고기규동덮밥', '숯불양념꼬치어묵']"
1101,2020-08-19,"['비빔칼국수', '청양멸치주먹밥', '새우만두*장', '유부우동국물', '포기김치', '콩나물무침']"
1102,2020-08-20,"['치킨까스*소스', '흑미밥', '연근조림', '취나물무침', '오징어무국', '포기김치']"
1103,2020-08-21,"['녹두빈대떡*장', '흑미밥', '브로콜리숙회', '갈치조림', '포기김치', '김치수제비국']"
1104,2020-08-24,"['팽이장국', '산채비빔밥', '고추튀김*장', '계란후라이', '주꾸미볶음', '포기김치']"
1105,2020-08-25,"['꼬시래기무침', '요구르트', '자반고등어구이', '흑미밥', '언양식바싹불고기', '감자고추장찌개', '포기김치']"
1106,2020-08-26,"['새우튀김*크림소스', '연두부*양념장', '흑미밥', '돈육가지두반장볶음', '냉메밀소바', '포기김치']"
1107,2020-08-27,"['토마토계란찜', '고들빼기무침', '잡채말이어묵국', '흑미밥', '오리훈제마늘볶음', '포기김치']"
1108,2020-08-28,"['흑미밥', '밀떡볶이', '아쿠아돈까스', '허니슈스트링감자', '포기김치', '생깻잎지', '콩가루배추국']"
1109,2020-08-31,"['감자채카레볶음', '흑미밥', '통고추쌈장무침', '김치두부국', '포기김치', '제육간장불고기']"
