일자,년,월,일,요일,휴일전날,중식메뉴,석식메뉴
2016-07-13,2016,7,13,2,0,"['감자만두', '오이냉국', '수박', '나물비빔밥', '사천식탕수육', '포기김치']","['쇠고기샤브국', '콩나물무침', '베이컨계란말이', '황태양념구이', '잡곡밥', '쌀밥', '포기김치']"
2016-07-14,2016,7,14,3,0,"['브로컬리두부무침', '매운주꾸미볶음', '알타리김치', '잡곡밥', '쌀밥', '배추된장국', '동태전']","['과일샐러드', '찐옥수수', '물냉면', '무초절임', '멸치주먹밥', '포기김치']"
2016-07-15,2016,7,15,4,0,"['삼치구이', '북어계란국', '가지나물', '등갈비김치찜', '잡곡밥', '쌀밥', '열무김치']","['오징어국', '쇠고기장조림', '잡곡밥', '쌀밥', '어묵볶음', '포기김치', '아삭고추무침']"
2016-07-18,2016,7,18,0,0,"['돈육떡강정', '새송이버섯전', '해초무침', '순두부찌개', '잡곡밥', '쌀밥', '포기김치']","['고등어카레구이', '비엔나감자볶음', '느타리버섯국', '온두부', '잡곡밥', '쌀밥', '김치볶음']"
2016-07-19,2016,7,19,1,0,"['목살데리야끼', '시래기국', '늙은호박전', '잡곡밥', '쌀밥', '포기김치', '치커리들깨무침']","['실곤약초무침', '츄러스', '너비아니*부추생채', '콩나물밥', '맑은국', '참외', '포기김치']"
2016-07-20,2016,7,20,2,0,"['청포묵무침', '잡곡밥', '쌀밥', '골뱅이무침*소면', '포기김치', '미트볼조림', '사골우거지탕']","['가지나물', '잡곡밥', '쌀밥', '동태찌개', '치킨핑거', '포기김치', '버섯메밀전']"
2016-07-21,2016,7,21,3,0,"['우묵콩국', '깻잎지', '알타리김치', '잡곡밥', '쌀밥', '고추장불고기', '명태엿장조림']","['단무지', '계란파국', '볶음밥*자장소스', '크랜베리단호박샐러드', '포기김치', '유산슬']"
2016-07-22,2016,7,22,4,0,"['락교', '춘권', '미소장국', '참치회덮밥', '토마토', '고구마치즈구이', '포기김치']","['콩나물무침', '깐풍기', '잡곡밥', '쌀밥', '돈육김치찌개', '옥수수전', '열무김치']"
2016-07-25,2016,7,25,0,0,"['참나물생채', '쇠고기미역국', '불닭볶음', '해파리겨자채', '쌈무', '잡곡밥', '쌀밥', '포기김치']","['꽈리고추어묵조림', '메밀비빔국수', '잡곡밥', '콩가루배추국', '쌀밥', '포기김치', '돈까스']"
2016-07-26,2016,7,26,1,0,"['청국장찌개', '잡곡밥', '쌀밥', '연근조림', '포기김치', '미니채소떡갈비', '계란말이']","['열대과일샐러드', '잔치국수', '오징어무침', '타코야끼', '알타리김치', '충무김밥']"
2016-07-27,2016,7,27,2,0,"['시금치국', '수박', '잡곡밥', '쌀밥', '감자채볶음', '동파삼겹수육', '포기김치', '오이도라지무침']","['닭볶음탕', '어묵국', '잡곡밥', '쌀밥', '열무김치', '치커리사과무침', '모둠버섯볶음']"
2016-07-28,2016,7,28,3,0,"['콩자반', '배추겉절이', '꽃게탕', '동그랑땡전', '잡곡밥', '쌀밥', '훈제오리냉채']","['핫도그', '연두부*양념', '순대야채볶음', '음료', '맑은국', '포기김치', '카레라이스']"
2016-07-29,2016,7,29,4,0,"['연복풍덮밥', '마늘쫑무침', '양배추피클', '꽁치오븐구이', '포기김치', '도토리묵냉국']","['등뼈묵은지찜', '쑥갓두부무침', '아욱국', '잡곡밥', '쌀밥', '해물파전', '포기김치']"
2016-08-01,2016,8,1,0,0,"['갈치구이', '꽈리고추찜', '부대찌개*라면사리', '잡곡밥', '쌀밥', '닭살겨자냉채', '포기김치']","['소불고기', '콩나물국', '날치알계란찜', '잡곡밥', '쌀밥', '양배추쌈*쌈장', '포기김치']"
2016-08-02,2016,8,2,1,0,"['웨지감자오븐구이', '알타리김치', '꽃맛살볶음', '유기농식혜', '팽이장국', '열무보리비빔밥']","['가자미찜', '알타리김치', '잡곡밥', '짬뽕수제비국', '쌀밥', '모둠장조림', '머위대나물']"
2016-08-03,2016,8,3,2,0,"['콩나물무침', '레몬탕수육', '버섯들깨탕', '메추리알조림', '잡곡밥', '쌀밥', '포기김치']","['락교', '주먹밥', '단무지', '냉모밀국수', '소고기퀘사디아', '참외', '포기김치']"
2016-08-04,2016,8,4,3,0,"['시금치무침', '비엔나감자볶음', '복숭아미역냉국', '잡곡밥', '쌀밥', '닭데리야끼조림', '포기김치']","['가쯔오장국', '무피클', '양장피잡채', '포기김치', '떡볶이', '오므라이스']"
2016-08-05,2016,8,5,4,0,"['연근', '된장찌개', '매콤돼지갈비찜', '잡곡밥', '쌀밥', '무생채', '열무김치', '오징어튀김']","['청경채겉절이', '쇠고기무국', '두부구이*양념장', '잡곡밥', '쌀밥', '쭈꾸미볶음', '포기김치']"
2016-08-08,2016,8,8,0,0,"['오꼬노미계란말이', '호박잎된장국', '잡곡밥', '쌀밥', '도라지초무침', '유자청제육볶음', '포기김치']","['부추무침', '북어국', '탕평채', '찜닭', '잡곡밥', '쌀밥', '포기김치']"
2016-08-09,2016,8,9,1,0,"['미니함박조림', '콩나물국', '오이무침', '잡곡밥', '쌀밥', '오징어브로컬리숙회', '포기김치']","['찐감자', '작은밥', '콩국수', '멕시칸샐러드', '오복지', '수박', '열무김치']"
2016-08-10,2016,8,10,2,0,"['치커리생채', '장어강정', '잡곡밥', '쌀밥', '우엉잡채', '포기김치', '사과오이냉국']","['단배추나물', '옥수수전', '닭개장', '잡곡밥', '쌀밥', '포기김치', '해물청경채볶음']"
2016-08-11,2016,8,11,3,0,"['상추&마늘', '시래기국', '매운어묵볶음', '잡곡밥', '쌀밥', '포기김치', '삼겹살오븐구이']","['치킨텐더', '마늘바게뜨', '스파게티', '수제피클', '크림스프', '음료', '포기김치', '볶음밥']"
2016-08-12,2016,8,12,4,1,"['새우까스&탈탈소스', '고구마범벅', '포기김치', '노각무침', '맑은국', '불고기덮밥']","['김치찌개', '삼치된장구이', '모듬소세지구이', '숙주나물', '알타리김치', '잡곡밥', '쌀밥']"
2016-08-16,2016,8,16,1,0,"['비엔나피망볶음', '해초무침', '고등어조림', '알타리김치', '닭곰탕', '잡곡밥', '쌀밥']","['비빔야채만두', '과일샐러드', '찐옥수수', '미소장국', '김밥볶음밥', '주스', '포기김치']"
2016-08-17,2016,8,17,2,0,"['고기전', '오징어볶음', '대구매운탕', '잡곡밥', '쌀밥', '청경채무침', '포기김치']","['무말랭이무침', '돈육굴소스볶음', '콩비지찌개', '날치알계란찜', '잡곡밥', '쌀밥', '열무김치']"
2016-08-18,2016,8,18,3,0,"['열무된장국', '실곤약초무침', '갈릭돈가스', '마늘쫑볶음', '잡곡밥', '쌀밥', '포기김치']","['유부초밥', '단무지', '포도', '왕새우튀김', '김치우동', '포기김치']"
2016-08-19,2016,8,19,4,0,"['땅콩조림', '쑥갓두부무침', '소고기숙주볶음', '단호박영양밥', '도토리묵냉국', '포기김치']","['훈제오리', '감자카레볶음', '가지나물', '된장찌개', '양파절임', '잡곡밥', '쌀밥', '무쌈', '포기김치']"
2016-08-22,2016,8,22,0,0,"['꽃게탕', '오이무침', '고추잡채*꽃빵', '잡곡밥', '쌀밥', '꽁치와사비구이', '포기김치']","['돈육볶음', '볼어묵조림', '양배추쌈', '무채국', '잡곡밥', '쌀밥', '포기김치']"
2016-08-23,2016,8,23,1,0,"['칠리탕수육', '두부조림', '콩나물무침', '잡곡밥', '쌀밥', '배추된장국', '열무김치']","['허니버터옥수수', '단무지무침', '닭가슴살장조림', '김치볶음밥', '음료', '유부장국', '포기김치']"
2016-08-24,2016,8,24,2,0,"['치커리유자청무침', '해물된장찌개', '닭볶음', '잡곡밥', '쌀밥', '연근조림', '포기김치']","['잔멸치볶음', '등갈비김치찜', '알타리김치', '잡곡밥', '쌀밥', '해파리냉채', '감자국']"
2016-08-25,2016,8,25,3,0,"['부추전', '잡곡밥', '쌀밥', '올방개묵무침', '포기김치', '육개장', '동태무조림']","['작은밥', '춘권', '단호박조림', '콩국수', '마늘쫑무침', '열무김치']"
2016-08-26,2016,8,26,4,0,"['홍어채무침', '떡국', '마늘치킨', '잡곡밥', '쌀밥', '꽃맛살오리엔탈샐러드', '포기김치']","['메밀전병만두', '주꾸미볶음', '잡곡밥', '쌀밥', '미역레몬초무침', '콩나물냉국', '포기김치']"
2016-08-29,2016,8,29,0,0,"['소불고기', '순두부찌개', '잡곡밥', '쌀밥', '골뱅이무침*소면', '포기김치', '아삭고추무침']","['차돌박이찌개', '닭갈비', '도라지오이생채', '새송이버섯전', '잡곡밥', '쌀밥', '포기김치']"
2016-08-30,2016,8,30,1,0,"['갈치구이', '모듬소시지볶음', '호박잎쌈*양념', '잡곡밥', '쌀밥', '버섯매운탕', '포기김치']","['쫄면', '굴소스해물볶음밥', '비트무절임', '망고드레싱샐러드', '맑은국', '포기김치', '수제고로케*케찹']"
2016-08-31,2016,8,31,2,0,"['가쯔오장국', '과일샐러드', '단무지무침', '낙지비빔밥', '열무김치', '계란말이']","['깐풍육', '청국장찌개', '해초무침', '황태양념구이', '잡곡밥', '쌀밥', '포기김치']"
2016-09-01,2016,9,1,3,0,"['목살데리야끼', '오징어국', '브로컬리초장', '잡곡밥', '쌀밥', '버섯잡채', '포기김치']","['절인고추', '요플레', '스프', '참치주먹밥', '로제파스타', '고구마치즈구이', '오이피클', '포기김치']"
2016-09-02,2016,9,2,4,0,"['잡곡밥', '쌀밥', '해물파전', '포기김치', '청경채무침', '닭찜', '시래기된장국']","['새싹두부구이', '알타리김치', '잡곡밥', '쌀밥', '알탕', '노각무침', '돈육장조림']"
2016-09-05,2016,9,5,0,0,"['쇠고기샤브국', '오징어볶음', '연두부*양념', '옥수수전', '잡곡밥', '쌀밥', '포기김치']","['호박나물', '제육볶음', '어묵국', '잡곡밥', '쌀밥', '실곤약흑임자무침', '포기김치']"
2016-09-06,2016,9,6,1,0,"['파김치', '부대찌개', '가자미카레튀김', '잡곡밥', '쌀밥', '참나물땅콩무침', '모둠버섯볶음']","['단무지', '찹쌀도너츠', '멕시칸샐러드', '짜장소스', '포기김치', '유부장국', '볶음밥']"
2016-09-07,2016,9,7,2,0,"['계란찜', '돈육떡강정', '두부맑은국', '오이무침', '곤드레밥', '포기김치']","['얼갈이된장국', '닭오븐구이', '셀프무쌈말이', '잡곡밥', '쌀밥', '열무김치', '김치녹두전']"
2016-09-08,2016,9,8,3,0,"['된장찌개', '부추생채', '알타리김치', '잡곡밥', '쌀밥', '오리고추장볶음', '콩나물잡채']","['꽃맛살샐러드', '잔치국수', '오복지', '새우까스*타르타르', '김밥', '포기김치']"
2016-09-09,2016,9,9,4,0,"['유린기', '숙주나물', '황태맑은국', '잡곡밥', '쌀밥', '도토리묵무침', '포기김치']","['쇠고기미역국', '양념깻잎지', '미트볼케찹조림', '잡곡밥', '쌀밥', '자반고등어구이', '포기김치']"
2016-09-12,2016,9,12,0,0,"['상추겉절이', '깍두기', '시래기국', '닭볶음', '동그랑땡', '잡곡밥', '쌀밥']","['요플레', '단무지무침', '미니햄버거', '포기김치', '쌀국수', '볶음밥']"
2016-09-13,2016,9,13,1,1,"['매운돼지갈비찜', '쑥갓두부무침', '토란국', '잡곡밥', '쌀밥', '어묵볶음', '포기김치']","['모듬묵*양념장', '치커리유자무침', '주꾸미볶음', '잡곡밥', '쌀밥', '열무김치', '참치김치찌개']"
2016-09-19,2016,9,19,0,0,"['어묵국', '애호박나물', '잡곡밥', '쌀밥', '포기김치', '오리훈제고추장볶음', '계란말이']","['깍두기', '수제비국', '탕평채', '잡곡밥', '쌀밥', '치커리사과무침']"
2016-09-20,2016,9,20,1,0,"['참나물생채', '얼갈이된장국', '레몬탕수육', '잡곡밥', '쌀밥', '감자채볶음', '포기김치']","['포도주스', '장어강정', '마늘쫑볶음', '콩나물밥', '맑은국', '포기김치']"
2016-09-21,2016,9,21,2,0,"['땅콩조림', '너비아니구이', '깍두기', '핫도그', '열무비빔밥', '팽이장국', '음료']","['오이맛살초무침', '쇠고기모둠장조림', '고추장찌개', '잡곡밥', '쌀밥', '해물파전', '포기김치']"
2016-09-22,2016,9,22,3,0,"['쇠고기무국', '단배추나물', '임연수찜', '잡곡밥', '쌀밥', '햄피망볶음', '포기김치']","['유부초밥', '단무지', '맛탕', '포기김치', '꼬지어묵우동', '모듬떡볶이']"
2016-09-23,2016,9,23,4,0,"['두부조림', '오징어국', '소고기숙주볶음', '잡곡밥', '쌀밥', '무생채', '포기김치']","['수제돈까스', '콩나물국', '콘샐러드', '잡곡밥', '쌀밥', '통도라지구이', '미역무침', '포기김치']"
2016-09-26,2016,9,26,0,0,"['유자청돈육볶음', '잡곡밥', '쌀밥', '아욱된장국', '우엉잡채', '포기김치', '양배추쌈&쌈장']","['두부계란부침', '청경채생채', '갈치조림', '잡곡밥', '쌀밥', '무채맑은국', '포기김치']"
2016-09-27,2016,9,27,1,0,"['느타리버섯국', '쫄면무침', '간장파닭', '열무된장나물', '잡곡밥', '쌀밥', '포기김치']","['무피클', '또띠아칩', '탕수어', '쇠고기숙주규동덮밥', '배추겉절이', '미소장국']"
2016-09-28,2016,9,28,2,0,"['카레덮밥', '새송이버섯조림', '샐러드파스타', '오이무침', '맑은국', '포기김치']","['홍어채무침', '유채나물', '잡곡밥', '쌀밥', '조갯살미역국', '미니채소떡갈비', '포기김치']"
2016-09-29,2016,9,29,3,0,"['된장찌개', '호박부추전', '잡곡밥', '쌀밥', '올방개묵무침', '돈육장조림', '포기김치']","['단무지', '잔치국수', '오징어무침', '군고구마', '충무김밥', '석박지']"
2016-09-30,2016,9,30,4,1,"['가지볶음', '브로컬리초장', '알타리김치', '잡곡밥', '쌀밥', '우거지해장국', '꽁치한마리구이']","['계란찜', '매운어묵볶음', '돈육강정', '잡곡밥', '쌀밥', '근대된장국', '포기김치']"
2016-10-04,2016,10,4,1,0,"['버섯불고기', '골뱅이소면무침', '잡곡밥', '쌀밥', '배추된장국', '마늘쫑건새우볶음', '포기김치']","['콩비지찌개', '닭볶음', '잡곡밥', '쌀밥', '상추치커리무침', '해파리냉채', '포기김치']"
2016-10-05,2016,10,5,2,0,"['매운주꾸미볶음', '차돌박이찌개', '콩나물무침', '모둠소세지구이', '잡곡밥', '쌀밥', '포기김치']","['미니함박조림', '취나물', '실곤약초무침', '순두부찌개', '잡곡밥', '쌀밥', '포기김치']"
2016-10-06,2016,10,6,3,0,"['새송이전', '배추겉절이', '잡곡밥', '쌀밥', '미역국', '오징어숙회무침', '동태', '한방소갈비찜']","['과일샐러드', '작은밥', '단무지', '군만두', '짬뽕', '포기김치']"
2016-10-07,2016,10,7,4,0,"['메추리알곤약조림', '표고돈육탕수', '부추생채', '대구매운탕', '잡곡밥', '쌀밥', '포기김치']","['알타리김치', '옥수수전', '잡곡밥', '코다리엿장조림', '쌀밥', '육개장', '아삭고추무침']"
2016-10-10,2016,10,10,0,0,"['쇠고기샤브국', '오징어볶음', '맛살계란말이', '잡곡밥', '쌀밥', '포기김치', '참나물무침']","['돈육굴소스볶음', '콩나물국', '삼치조림', '상추초무침', '잡곡밥', '쌀밥', '포기김치']"
2016-10-11,2016,10,11,1,0,"['배추겉절이', '시금치된장국', '오이무침', '잡곡밥', '쌀밥', '버섯잡채', '목살스테이크']","['옥수수맛탕', '궁중떡볶음', '무피클', '미소장국', '김치볶음밥', '포기김치']"
2016-10-12,2016,10,12,2,0,"['팽이버섯국', '산채비빔밥*강된장', '오렌지주스', '생선커틀릿', '오복지무침', '*타르타르소스', '포기김치']","['비엔나감자볶음', '황태국', '닭오븐구이', '잡곡밥', '쌀밥', '도라지초무침', '포기김치']"
2016-10-13,2016,10,13,3,0,"['모듬묵*양념장', '떡국', '마늘치킨', '열무된장나물', '잡곡밥', '쌀밥', '포기김치']","['찹쌀순대볶음', '어묵우동', '요플레', '단무지무침', '포기김치', '통새우김밥']"
2016-10-14,2016,10,14,4,0,"['건새우무국', '계란버섯장조림', '등갈비김치찜', '애호박나물', '잡곡밥', '쌀밥', '포기김치']","['탕수어', '부대찌개', '양념깻잎지', '알타리김치', '잡곡밥', '쌀밥', '두부새싹구이']"
2016-10-17,2016,10,17,0,0,"['소불고기', '모둠양채쌈', '매운어묵볶음', '잡곡밥', '쌀밥', '미역국', '포기김치']","['닭매운찜', '고기전', '해물된장찌개', '잡곡밥', '쌀밥', '참나물땅콩무침', '포기김치']"
